84,00:06:24.928,00:06:30.468,"['now', 'idea', 'invert', 'index', u'actual', u'basic', 'like']"
85,00:06:30.468,00:06:36.017,"['We', u'go', 'pre', u'construct', 'search', 'index', u'allow']"
86,00:06:36.017,00:06:41.388,"['us', u'quickli', 'find', u'document', 'match', 'particular', 'term']"
87,00:06:41.388,00:06:43.878,"['So', 'let', 'take', 'look', u'exampl']"
88,00:06:43.878,00:06:45.439,"['We', 'three', u'document']"
89,00:06:45.439,00:06:49.168,"[u'document', 'seen', u'previou', u'lectur']"
90,00:06:49.168,00:06:52.916,"[u'suppos', 'want', u'creat', u'invert', 'index', u'document']"
91,00:06:52.916,00:06:57.502,"['then', 'want', 'maintain', u'dictionari', u'dictionari', 'one', u'entri']"
92,00:06:57.502,00:07:01.628,"['term', u'go', 'store', 'basic', u'statist', 'term']"
93,00:07:01.628,00:07:05.960,"['for', u'exampl', 'number', u'document', 'match', 'term']"
94,00:07:05.960,00:07:09.458,"['total', 'number', 'code', u'frequenc', 'term']"
95,00:07:09.458,00:07:14.148,"[u'mean', 'would', 'kind', u'duplic', u'occurr', 'term']"
96,00:07:14.148,00:07:17.415,"['and', u'exampl', u'news']"
97,00:07:17.415,00:07:22.253,"['term', 'occur', 'three', u'document']"
98,00:07:22.253,00:07:26.198,"['count', u'document', 'three']"
99,00:07:26.198,00:07:32.820,"['and', 'might', 'also', u'realiz', u'need', 'count', u'document', 'document', u'frequenc']"
100,00:07:32.820,00:07:38.002,"[u'comput', u'statist', u'use', 'vector', 'space', 'model']"
101,00:07:38.002,00:07:42.422,"['can', 'think']"
102,00:07:42.422,00:07:49.862,"['So', u'weight', u'heurist', 'would', 'need', 'count']"
103,00:07:49.862,00:07:53.622,"['well', 'idea', 'right', u'invers', 'document', u'frequenc']"
104,00:07:53.622,00:07:58.300,"['So', 'idf', u'properti', 'term', u'comput', 'right']"
105,00:07:58.300,00:08:03.291,"['So', 'document', 'count', u'easi', u'comput', 'idea']"
106,00:08:03.291,00:08:06.556,"['either', 'time', 'old', 'index']"
107,00:08:06.556,00:08:10.134,"['At', 'random', 'time', 'see', u'queri']"
108,00:08:10.134,00:08:13.641,"['now', u'addit', 'basic', u'statist']"
109,00:08:13.641,00:08:18.380,"['also', 'store', u'document', u'match', u'news']"
110,00:08:18.380,00:08:23.049,"[u'entri', u'store', 'file', u'call', u'post']"
111,00:08:24.150,00:08:27.595,"['So', 'case', u'match', 'three', u'document']"
112,00:08:27.595,00:08:31.680,"['store', u'inform', 'three', u'document']"
113,00:08:31.680,00:08:38.160,"[u'thi', 'document', 'id', 'document', '1', u'frequenc', '1']"
114,00:08:38.160,00:08:45.240,"['the', 'tf', 'one', u'news', 'second', 'document', 'also', '1', 'et', 'cetera']"
115,00:08:45.240,00:08:50.864,"['So', 'list', 'get', u'document', 'match', 'term', u'news']"
116,00:08:50.864,00:08:55.320,"['also', 'know', u'frequenc', u'news', u'document']"
117,00:08:55.320,00:08:58.214,"['So', u'queri', 'one', 'word', u'news']"
118,00:08:58.214,00:09:01.628,"[u'easili', 'look', u'tabl', 'find', u'entri']"
119,00:09:01.628,00:09:06.780,"['go', 'quicker', u'post', 'fetch', u'document', u'match']"
120,00:09:06.780,00:09:08.180,"['So', 'let', 'take', 'look', u'anoth', 'term']"
121,00:09:09.280,00:09:12.600,"[u'thi', 'time', 'let', 'take', 'look', 'word', u'presidenti']"
122,00:09:14.130,00:09:17.950,"[u'thi', 'would', 'occur', 'one', 'document', 'document', '3']"
123,00:09:17.950,00:09:23.490,"['So', 'document', u'frequenc', '1', u'occur', 'twice', 'document']"
124,00:09:23.490,00:09:29.210,"['So', u'frequenc', 'count', 'two', u'frequenc', 'count', u'use']"
125,00:09:29.210,00:09:33.250,"[u'reachabl', 'method', 'might', 'use', u'frequenc']"
126,00:09:34.490,00:09:38.770,"[u'assess', u'popular', 'term', u'collect']"
127,00:09:38.770,00:09:42.930,"[u'similarli', 'pointer', u'post']"
128,00:09:42.930,00:09:47.490,"['case', 'one', u'entri']"
129,00:09:48.900,00:09:53.570,"['term', u'occur', 'one', 'document']"
130,00:09:53.570,00:09:57.320,"['the', 'document', 'id', '3', u'occur', 'twice']"
131,00:09:59.610,00:10:02.550,"['So', 'basic', 'idea', u'invert', 'index']"
132,00:10:02.550,00:10:04.340,"['It', u'actual', u'pretti', u'simpl', 'right']"
133,00:10:06.580,00:10:12.370,"['with', u'structur', u'easili', 'fetch', u'document', 'match', 'term']"
134,00:10:12.370,00:10:15.760,"['and', u'basi', u'score', u'document', u'queri']"
135,00:10:15.760,00:10:23.770,"['now', u'sometim', 'also', 'want', 'store', u'posit', u'term']"
136,00:10:25.220,00:10:31.960,"['So', u'mani', u'case', 'term', u'occur', 'document']"
137,00:10:31.960,00:10:34.320,"['So', 'one', u'posit', u'exampl', 'case']"
138,00:10:35.810,00:10:40.990,"['but', 'case', 'term', u'occur', 'twice', 'two', u'posit']"
139,00:10:40.990,00:10:44.690,"['now', u'posit', u'inform', u'use', u'check', 'whether']"
140,00:10:44.690,00:10:48.400,"[u'match', u'queri', u'term', u'actual', 'within', 'small', 'window']"
141,00:10:48.400,00:10:51.360,"['let', 'say', 'five', u'word', 'ten', u'word']"
142,00:10:52.410,00:11:00.700,"['Or', 'whether', u'match', 'two', u'queri', u'term', 'fact', 'phrase', 'two', u'word']"
143,00:11:00.700,00:11:04.540,"['that', u'check', u'quickli', u'use', u'posit']"
144,00:11:05.920,00:11:10.160,"['So', u'invert', 'index', 'good', 'fast', 'search']"
145,00:11:10.160,00:11:16.349,"['well', u'talk', u'possibl', u'use', 'two', 'answer', u'singl', 'term', u'queri']"
146,00:11:16.349,00:11:17.990,"['and', u'easi']"
147,00:11:17.990,00:11:19.910,"['what', u'multipl', 'term', u'queri']"
148,00:11:19.910,00:11:23.800,"['well', 'let', 'first', 'look', 'special', u'case', 'boolean', u'queri']"
149,00:11:23.800,00:11:27.740,"['A', 'boolean', u'queri', u'basic', 'boolean', u'express', 'like']"
150,00:11:27.740,00:11:36.290,"['So', 'I', 'want', u'valu', 'document', 'match', 'term', 'A', 'term', 'B']"
151,00:11:36.290,00:11:38.770,"['So', 'one', u'conjunct', u'queri']"
152,00:11:38.770,00:11:45.440,"['Or', 'I', 'want', 'web', u'document', 'match', 'term', 'A', 'term', 'B']"
153,00:11:45.440,00:11:46.540,"['that', u'disjunct', u'queri']"
154,00:11:46.540,00:11:51.070,"['but', 'answer', u'queri', u'use', u'invert', 'index']"
155,00:11:52.090,00:11:53.860,"['well', 'think', 'bit']"
156,00:11:53.860,00:11:58.130,"['would', u'obviou', u'simpli', 'fetch']"
157,00:11:58.130,00:12:03.170,"[u'document', 'match', 'term', 'A', 'also', 'fetch', u'document', 'match', 'term', 'B']"
158,00:12:03.170,00:12:08.160,"['and', 'take', u'intersect', 'answer', u'queri', 'like', 'A', 'B']"
159,00:12:08.160,00:12:13.050,"['Or', 'take', 'union', 'answer', u'queri', 'A', 'B']"
160,00:12:13.050,00:12:16.020,"['So', u'easi', 'answer']"
161,00:12:16.020,00:12:17.780,"['It', u'go', 'quick']"
162,00:12:17.780,00:12:20.850,"['now', 'multi', 'term', 'keyword', u'queri']"
163,00:12:20.850,00:12:24.390,"['We', u'talk', 'vector', 'space', 'model', u'exampl']"
164,00:12:24.390,00:12:28.940,"['match', u'queri', 'document', u'gener', 'score']"
165,00:12:28.940,00:12:32.330,"['and', 'score', u'base', u'aggreg', 'term', u'weight']"
166,00:12:32.330,00:12:35.670,"['So', 'case', 'boolean', u'queri']"
167,00:12:35.670,00:12:38.770,"[u'score', u'actual', 'done', 'similar', 'way']"
168,00:12:38.770,00:12:42.430,"[u'basic', 'similar', u'disjunct', 'boolean', u'queri']"
169,00:12:42.430,00:12:45.140,"[u'basic', 'like', 'A', 'B']"
170,00:12:45.140,00:12:50.680,"['We', 'take', 'union', u'document', 'match', 'least', 'one', u'queri', 'term']"
171,00:12:50.680,00:12:53.320,"['would', u'aggreg', 'term', u'weight']"
172,00:12:53.320,00:13:01.420,"['So', 'basic', 'idea', u'use', u'invert', 'index', u'score', u'document', u'gener']"
173,00:13:01.420,00:13:05.210,"['and', u'go', 'talk', 'detail', 'later']"
174,00:13:05.210,00:13:06.000,['but']
175,00:13:06.000,00:13:12.210,"['let', 'look', 'question', 'index', 'good', 'idea']"
176,00:13:12.210,00:13:17.470,"[u'basic', u'effici', u'sequenti', u'scan', u'document']"
177,00:13:17.470,00:13:20.770,"[u'thi', u'obviou', 'approach']"
178,00:13:20.770,00:13:27.518,"['you', u'comput', 'score', 'document', 'sort']"
179,00:13:27.518,00:13:29.936,"['and', 'straightforward', 'method']"
180,00:13:29.936,00:13:34.496,"[u'go', 'slow', u'imagin', 'wealth', 'lot', u'document']"
181,00:13:34.496,00:13:39.620,"['If', 'take', 'long', 'time', 'answer', u'queri']"
182,00:13:39.620,00:13:44.975,"['So', 'question', 'would', 'invert', 'index', 'much', 'faster']"
183,00:13:44.975,00:13:48.780,"['well', 'word', u'distribut', 'text']"
184,00:13:48.780,00:13:54.010,"['So', 'common', 'phenomena', 'word', u'distribut', 'text']"
185,00:13:54.010,00:13:58.720,"['there', u'languag', u'independ', u'pattern', 'seem', u'stabl']"
186,00:14:00.300,00:14:07.690,"['and', u'pattern', u'basic', u'character', u'follow', 'pattern']"
187,00:14:07.690,00:14:10.830,"['A', u'word', 'like', 'common', u'word', 'like']"
188,00:14:10.830,00:14:14.780,"['occur', u'frequent', 'text']"
189,00:14:14.780,00:14:18.210,"['So', 'account', u'larg', 'percent', u'occurr', u'word']"
190,00:14:19.405,00:14:22.885,"['but', u'word', 'would', 'occur', u'rare']"
191,00:14:22.885,00:14:25.615,"['there', u'mani', u'word', 'occur']"
192,00:14:25.615,00:14:29.790,"['let', 'say', 'document', u'collect']"
193,00:14:29.790,00:14:33.306,"['and', u'mani']"
194,00:14:33.306,00:14:37.977,"['It', 'also', 'true', 'frequent', u'word', 'one', u'corpu']"
195,00:14:37.977,00:14:40.462,"['rare', u'anoth']"
196,00:14:40.462,00:14:45.800,"['that', u'mean', 'although', u'gener', 'phenomenon', u'applic']"
197,00:14:45.800,00:14:51.060,"[u'observ', u'mani', u'case', 'exact', u'word', 'common']"
198,00:14:51.060,00:14:54.770,"['may', u'vari', 'context', 'context']"
199,00:14:54.770,00:14:59.450,"['So', 'phenomena', u'character', u'call', 'zipf', 'law']"
200,00:14:59.450,00:15:02.210,"[u'thi', 'law', u'say', 'rank', 'word']"
201,00:15:02.210,00:15:06.370,"[u'multipli', u'frequenc', 'word', u'roughli', 'constant']"
202,00:15:07.450,00:15:13.045,"['So', u'formal', 'use', 'F', 'w', u'denot', u'frequenc']"
203,00:15:13.045,00:15:16.310,"['r', 'w', u'denot', 'rank', 'word']"
204,00:15:16.310,00:15:17.390,"['then', 'formula']"
205,00:15:17.390,00:15:21.300,"['It', u'basic', u'say', 'thing', u'mathemat', 'term']"
206,00:15:21.300,00:15:28.510,"['where', 'C', u'basic', 'constant', 'also', u'paramet']"
207,00:15:28.510,00:15:34.180,"['alpha', 'might', u'adjust', 'better', 'fit', u'empir', u'observ']"
208,00:15:34.180,00:15:38.128,"['So', 'I', 'plot', 'word', u'frequenc', u'sort', 'order']"
209,00:15:38.128,00:15:40.980,"['see', u'easili']"
210,00:15:40.980,00:15:43.660,"['the', 'x', u'axi', u'basic', 'word', 'rank']"
211,00:15:43.660,00:15:50.393,"[u'thi', 'r', 'w', u'axi', 'word', u'frequenc', 'F', 'w']"
212,00:15:50.393,00:15:57.448,"['now', u'curv', u'show', 'product', 'two', u'roughli', 'constant']"
213,00:15:57.448,00:16:02.524,"['now', 'look', u'word', 'see', 'they', u'separ', 'three', u'group']"
214,00:16:02.524,00:16:06.870,"['In', u'middl', u'intermediari', u'frequenc', u'word']"
215,00:16:06.870,00:16:11.440,"['these', u'word', 'tend', 'occur', u'quit', u'document']"
216,00:16:11.440,00:16:14.890,"['like', 'frequent', u'word']"
217,00:16:14.890,00:16:17.070,"['and', 'also', 'rare']"
218,00:16:18.190,00:16:21.620,"['So', 'tend', 'often', u'use']"
219,00:16:22.700,00:16:28.240,"[u'queri', 'also', 'tend', 'high', 'TF', 'idf', u'weight']"
220,00:16:28.240,00:16:31.290,"['these', u'intermedi', u'frequenc', u'word']"
221,00:16:31.290,00:16:34.480,"['but', 'look', 'left', 'part', u'curv']"
222,00:16:35.820,00:16:38.330,"['highest', u'frequenc', u'word']"
223,00:16:38.330,00:16:39.620,"['they', u'cover', u'frequent']"
224,00:16:39.620,00:16:45.540,"['they', u'usual', u'word', 'like', 'etc']"
225,00:16:45.540,00:16:49.440,"['those', u'word', 'frequent', 'fact', 'two', 'frequent']"
226,00:16:49.440,00:16:54.226,"[u'discrimin', u'gener', u'use', u'retriev']"
227,00:16:54.226,00:17:01.900,"['So', 'often', u'remov', u'call', 'stop', u'word', u'remov']"
228,00:17:01.900,00:17:06.960,"['So', 'use', u'pretti', 'much', 'kind', u'word', u'collect', 'kind']"
229,00:17:06.960,00:17:09.620,"['infer', u'word', 'might', 'stop', u'word']"
230,00:17:09.620,00:17:12.690,"['those', u'basic', 'highest', u'frequenc', u'word']"
231,00:17:13.780,00:17:18.500,"['and', 'also', u'occupi', 'lot', 'space', u'invert', 'index']"
232,00:17:18.500,00:17:23.048,"['you', u'imagin', u'post', u'entri', 'word', 'would', 'long']"
233,00:17:23.048,00:17:24.370,"['and', u'therefor']"
234,00:17:24.370,00:17:28.299,"[u'remov', u'word', 'save', 'lot', 'space', u'invert', 'index']"
235,00:17:29.890,00:17:35.100,"['We', 'also', 'show', 'tail', 'part', 'lot', 'rare', u'word']"
236,00:17:35.100,00:17:38.470,"['those', u'word', 'occur', u'frequent', u'mani', u'word']"
237,00:17:39.680,00:17:41.330,"['those', u'word', u'actual', u'use']"
238,00:17:41.330,00:17:45.630,"['search', 'also', 'user', u'happen', u'interest', 'topic']"
239,00:17:45.630,00:17:49.730,"['but', 'rare', 'often', 'true', u'user']"
240,00:17:49.730,00:17:54.030,"[u'necessarili', u'interest', u'word']"
241,00:17:54.030,00:17:58.970,"['but', 'retain', 'would', 'allow', 'us', 'match', 'document', u'accur']"
242,00:17:58.970,00:18:00.610,"['they', u'gener', 'high', 'idf']"
243,00:18:05.559,00:18:10.840,"['So', 'kind', 'data', u'structur', 'use', 'store', u'invert', 'index']"
244,00:18:10.840,00:18:11.970,"['well', 'two', u'part', 'right']"
245,00:18:11.970,00:18:16.720,"['If', u'recal', u'dictionari', 'also', u'post']"
246,00:18:16.720,00:18:21.810,"['the', u'dictionari', 'modest', 'size', 'although', 'web', 'still', u'go']"
247,00:18:21.810,00:18:24.810,"[u'larg', u'compar', u'post', 'distinct']"
248,00:18:26.220,00:18:29.710,"['and', 'also', 'need', 'fast', 'random', u'access', u'entri']"
249,00:18:29.710,00:18:32.940,"[u'go', 'look', u'queri', 'term', u'quickli']"
250,00:18:32.940,00:18:39.200,"['So', u'therefor', 'prefer', 'keep', u'dictionari', u'memori', u'possibl']"
251,00:18:39.200,00:18:43.333,"['If', u'collect', u'larg', u'feasibl']"
252,00:18:43.333,00:18:47.810,"[u'collect', u'larg', u'gener', u'possibl']"
253,00:18:47.810,00:18:52.100,"['If', u'vocabulari', 'size', u'larg', u'obvious']"
254,00:18:52.100,00:18:55.800,"['So', u'gener', u'goe']"
255,00:18:55.800,00:18:58.578,"['So', 'data', u'structur', 'often', 'use']"
256,00:18:58.578,00:19:01.390,"[u'store', u'dictionari', 'would', 'direct', u'access']"
257,00:19:01.390,00:19:04.375,"['there', u'structur', 'like', 'hash', u'tabl']"
258,00:19:04.375,00:19:09.090,"['b', 'tree', 'store', u'everyth', u'memori', 'use', 'disk']"
259,00:19:09.090,00:19:12.760,"['and', u'tri', 'build', u'structur', 'would', 'allow', u'quickli', 'look', u'entri']"
260,00:19:14.530,00:19:16.705,"['for', u'post', 'huge']"
261,00:19:18.045,00:19:24.815,"['and', u'gener', 'direct', u'access', u'specif', u'entri']"
262,00:19:24.815,00:19:29.145,"['We', u'gener', 'would', 'look', u'sequenc', 'document', u'id']"
263,00:19:29.145,00:19:32.850,"[u'frequenc', u'document', u'match', u'queri', 'term']"
264,00:19:33.930,00:19:36.570,"['So', 'would', 'read', u'entri', u'sequenti']"
265,00:19:37.670,00:19:43.704,"['and', u'therefor', u'larg', u'gener', 'store', u'post', 'disc']"
266,00:19:43.704,00:19:49.826,"['stay', 'disc', 'would', 'contain', u'inform', 'document', u'id']"
267,00:19:49.826,00:19:53.392,"['term', u'frequenc', 'term', u'posit', 'etcetera']"
268,00:19:53.392,00:19:58.300,"['now', u'larg', u'compress', 'often', u'desir']"
269,00:19:59.360,00:20:04.390,"['now', 'save', 'disc', 'space', u'cours']"
270,00:20:04.390,00:20:09.080,"['one', 'benefit', u'compress', 'It', u'go', u'occupi', 'much', 'space']"
271,00:20:09.080,00:20:11.750,"['but', 'also', 'help', u'improv', 'speed']"
272,00:20:13.110,00:20:15.980,"['can', 'see']"
273,00:20:15.980,00:20:23.470,"['well', 'know', 'input', 'output', 'would', 'cost', 'lot', 'time']"
274,00:20:23.470,00:20:28.320,"['In', 'comparison', 'time', 'taken', 'cpu']"
275,00:20:28.320,00:20:33.410,"['So', 'cpu', 'much', 'faster', 'IO', u'take', 'time']"
276,00:20:33.410,00:20:39.335,"[u'compress', u'invert', 'index', u'oppos', u'file', u'becom', 'smaller']"
277,00:20:39.335,00:20:45.115,"[u'entri', u'read', u'memori', u'process', u'queri', 'term']"
278,00:20:45.115,00:20:50.150,"['would', 'smaller', u'reduc']"
279,00:20:50.150,00:20:55.080,"['amount', u'track', 'IO', 'save', 'lot', 'time']"
280,00:20:55.080,00:21:00.270,"['Of', u'cours', u'process', 'data']"
281,00:21:00.270,00:21:03.630,"[u'uncompress', 'data', u'memori']"
282,00:21:03.630,00:21:05.550,"['but', 'I', 'said', 'cpu', 'fast']"
283,00:21:05.550,00:21:07.019,"['So', 'still', 'save', 'time']"
284,00:21:08.360,00:21:11.301,"['So', u'compress', 'save', 'disc', 'space']"
285,00:21:11.301,00:21:14.035,"['speed', u'load', 'index']"
